Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,C,Numia Vero Volley Milano,Vero Volley,15,Cagnin Emma,-,-,-,-,*,-,-,-,-,-,-2,2,1,-,1,1,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,C,Numia Vero Volley Milano,Vero Volley,16,Lanier Khalia,-,-,-,2,3,2,-,-,14,5,10,15,1,1,16,1,0.63 ,0.56 ,25 ,-,2,13,0.52 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,C,Numia Vero Volley Milano,Vero Volley,18,Egonu Paola,-,C,-,4,5,4,-,-,25,5,22,15,1,2,-,-,-,-,36 ,1 ,1,22,0.61 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,C,Numia Vero Volley Milano,Vero Volley,25,Piva Rebecca,-,-,-,5,6,5,-,-,10,9,6,8,-,-,20,-,0.55 ,0.35 ,27 ,3 ,1,9,0.33 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,C,Numia Vero Volley Milano,Vero Volley,80,Fersino Eleonora,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,16,2,0.44 ,0.44 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 1991,1,Carraro Roberta,-,-,-,-,*,*,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 1992,2,Eze Chidera Blessing,-,-,-,1,1,3,-,-,1,1,-,12,-,1,1,1,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 1993,3,Bolzonetti Alessia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 1994,5,Kipp Kendall,-,-,-,4,4,6,-,-,15,4,8,10,2,1,-,-,-,-,30 ,4 ,1,11,0.37 ,-,3 ,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 1995,6,Ferrario Federica,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 1996,7,Mosser Jennifer,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,2 ,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 1997,8,Strubbe Monique,-,-,-,3,3,5,-,-,5,2,3,9,1,-,-,-,-,-,6 ,1 ,-,4,0.67 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 1998,9,Micheletti Aurora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 1999,10,Armini Martina,L,-,-,*,*,*,-,-,-,-,-,-,-,-,10,-,0.30 ,0.30 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 2000,13,Weske Emilia,-,-,-,-,*,*,-,-,1,-,-,-,-,-,-,-,-,-,5 ,-,1,1,0.20 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 2001,15,Manfredini Linda,-,-,-,6,6,2,-,-,4,1,4,9,-,1,-,-,-,-,8 ,-,-,3,0.38 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 2002,16,Mlejnkova Michaela,-,C,-,5,5,1,-,-,7,2,-,8,-,-,23,3,0.61 ,0.39 ,22 ,1 ,3,7,0.32 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 2003,17,Meli Denise,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3005,6/10/2025 ,20:30 ,3.237 ,-,O,Bergamo,Volley Bergamo 2004,26,Cese Montalvo Ailama,-,-,-,2,2,4,-,-,16,3,10,14,2,-,36,1,0.44 ,0.25 ,39 ,2 ,1,16,0.41 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,1,Ortolani Serena,-,C,-,3,3,3,-,-,9,4,2,9,2,1,-,-,-,-,25 ,2 ,3,5,0.20 ,-,3 ,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,2,Bracchi Martina,-,-,-,-,-,*,-,-,1,-,-2,3,1,-,7,-,0.29 ,0.29 ,3 ,2 ,-,1,0.33 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,4,Nicolini Cecilia,-,-,-,-,*,-,-,-,1,1,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,6,Brancher Edinara,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,3 ,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,7,Cecchetto Giada,L,-,-,*,*,*,-,-,-,-,-,-,-,-,14,-,0.50 ,0.14 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,8,Piovesan Anna,-,-,-,1,1,1,-,-,14,7,5,7,1,1,18,1,0.44 ,0.28 ,33 ,3 ,4,11,0.33 ,-,2 ,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,9,Parini Sveva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,10,Meliffi Arianna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,11,Kochurina Elizaveta,-,-,-,2,2,2,-,-,6,1,2,14,3,1,-,-,-,-,8 ,1 ,-,4,0.50 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,12,Tellone Agata,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,13,Panetoni Sara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,16,Caruso Sara,-,-,-,5,5,5,-,-,5,1,3,9,1,-,1,1,-,-,7 ,-,-,4,0.57 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,17,Nardo Alice,-,-,-,4,4,4,-,-,4,1,-3,9,-,-,21,2,0.67 ,0.29 ,18 ,4 ,1,4,0.22 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,C,Omag-Mt San Giovanni In Marignano,San Giovanni In Marignano,18,Straube Sarah,-,-,-,6,6,6,-,-,1,1,-,10,1,-,-,-,-,-,2 ,-,-,1,0.50 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,3,Cambi Carlotta,-,-,-,1,2,1,-,-,3,1,-,9,3,-,-,-,-,-,3 ,-,-,3,1.00 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,4,Herbots Britt,-,-,-,-,*,5,-,-,7,2,4,7,2,-,11,-,0.64 ,0.18 ,18 ,1 ,-,6,0.33 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,5,Squarcini Federica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,6,De Nardi Giulia,L,-,-,*,*,*,-,-,-,-,-,-,-,-,16,-,0.69 ,0.38 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,8,Leonardi Giulia,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,9,Alsmeier Lina,-,-,-,2,3,2,-,-,4,1,-3,17,3,-,13,2,0.62 ,0.46 ,14 ,-,2,4,0.29 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,10,Ishikawa Mayu,-,-,-,5,6,*,-,-,3,2,-2,7,2,-,12,2,0.67 ,0.42 ,12 ,1 ,-,3,0.25 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,11,Mims Taylor,-,-,-,*,*,*,-,-,4,2,3,-,-,-,-,-,-,-,6 ,-,1,2,0.33 ,-,2 ,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,13,Bonifacio Sara,-,C,-,3,4,3,-,-,7,3,6,11,-,1,-,-,-,-,12 ,1 ,-,5,0.42 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,14,Carraro Giulia,-,-,-,*,*,*,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,17,Tolok Tatiana,-,-,-,4,5,4,-,-,16,11,6,13,3,2,-,-,-,-,26 ,3 ,4,11,0.42 ,-,3 ,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,18,Costantini Veronica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,54,Igiede Amber,-,-,-,6,1,6,-,-,8,3,7,6,-,1,2,-,1.00 ,1.00 ,9 ,1 ,-,6,0.67 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3006,6/10/2025 ,20:30 ,1.003 ,-,O,Igor Gorgonzola Novara,Igor Novara,98,Melli Giulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,1,Bresciani Giulia,-,C,-,*,*,*,-,*,-,-,-1,4,1,-,3,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,3,Batte Ilaria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,4,Sismondi Ludovica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,5,Kokkonen Suvi Katriina,-,-,-,4,2,3,2,1,28,14,23,25,1,5,29,4,0.38 ,0.14 ,47 ,-,-,22,0.47 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,6,Kockarevic Isidora,-,-,-,1,5,6,5,*,13,5,7,12,1,-,24,3,0.46 ,0.29 ,30 ,1 ,1,12,0.40 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,7,Bonelli Asia,-,-,-,3,1,2,1,6,3,1,1,28,1,1,4,-,-,-,1 ,1 ,-,-,-,-,2 ,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,8,Mazzon Alessia,-,-,-,-,-,-,*,5,-,-,-,2,-,-,-,-,-,-,3 ,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,9,Piomboni Nicole,-,-,-,-,-,-,*,4,-,-,-2,2,-,-,4,-,0.75 ,0.50 ,7 ,-,2,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,10,Ornoch Natasza,-,-,-,*,-,-,*,-,-,-,-2,1,1,-,-,-,-,-,1 ,-,1,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,14,Caforio Giorgia,L,-,-,*,*,*,*,*,-,-,-3,-,-,-,24,3,0.63 ,0.29 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,15,Crawford Caroline Paige,-,-,-,5,3,4,3,2,9,5,7,13,-,-,3,-,0.33 ,-,10 ,1 ,1,5,0.50 ,-,4 ,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,16,Clothier Emma Scarlett,-,-,-,2,6,1,6,-,5,1,-,10,3,-,3,1,0.67 ,-,13 ,-,1,5,0.38 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,17,Decortes Clara,-,-,-,6,4,5,4,3,23,6,14,17,3,2,-,-,-,-,51 ,3 ,3,20,0.39 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,C,Cbf Balducci Hr Macerata,Helvia Recina Volley Macerata,19,Capodacqua Alessia 0,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,1,Koulisiani Ela,-,-,-,*,*,2,5,3,7,2,1,17,4,-,-,-,-,-,10 ,2 ,-,5,0.50 ,-,2 ,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,2,Keene Jaelyn,-,-,-,5,5,5,2,6,13,4,7,16,3,-,1,-,-,-,19 ,2 ,1,12,0.63 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,3,Atamah Princess,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,4,Rivero Jessica,-,-,-,-,*,*,-,-,1,-,-1,4,-,-,5,-,0.60 ,0.40 ,5 ,-,2,1,0.20 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,5,Martinez Margarita,-,-,-,-,*,*,*,*,-,-,-1,5,1,-,6,-,0.67 ,0.33 ,1 ,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,7,Pritchard Erika,-,-,-,1,1,4,1,5,19,10,5,12,4,1,43,4,0.67 ,0.30 ,40 ,4 ,2,15,0.38 ,-,3 ,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,8,Magnani Linda,-,-,-,*,-,*,*,-,-,-,-,-,-,-,3,-,1.00 ,0.33 ,1 ,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,9,Allaoui Safa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,10,Bardaro Anna,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,14,1,0.86 ,0.29 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,11,Cecconello Agnese,-,-,-,2,2,-,-,-,1,-,-1,3,-,-,-,-,-,-,5 ,1 ,1,1,0.20 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,12,Pucelj Masa,-,-,-,4,4,1,4,2,17,6,8,21,1,2,30,5,0.50 ,0.17 ,36 ,3 ,-,14,0.39 ,-,1 ,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,13,Signorile Noemi,-,C,-,6,6,6,3,1,2,-,1,16,1,-,1,-,-,-,4 ,-,-,2,0.50 ,-,-,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,18,Diop Binto,-,-,-,3,3,3,6,4,31,14,23,16,2,-,-,-,-,-,61 ,3 ,3,29,0.48 ,-,2 ,
2025/2026,A1,Regular_Season,1st,1,-,3007,6/10/2025 ,20:30 ,810 ,-,O,Honda Cuneo Granda Volley,Honda Cuneo Granda Volley,25,Marring Nova,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,2,Traballi Gaia,-,-,-,-,-,*,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,3,Bechis Marta,-,-,-,*,*,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,4,Skinner Avery,-,-,-,4,4,*,*,-,9,4,6,10,-,-,13,3,0.62 ,0.31 ,19 ,-,-,7,0.37 ,-,2 ,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,5,Castillo Brenda,L,-,-,*,*,*,*,-,-,-,-2,-,-,-,16,2,0.63 ,0.31 ,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,6,Ruddins Lindsey Ora,-,-,-,*,*,-,*,-,5,1,5,-,-,-,-,-,-,-,8 ,-,-,5,0.63 ,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,7,Franklin Sarah,-,-,-,-,*,4,1,-,8,1,3,10,2,-,19,-,0.47 ,0.11 ,15 ,2 ,1,8,0.53 ,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,8,Ribechi Manuela,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,9,Bosetti Caterina,-,-,-,1,1,1,4,-,6,3,-3,17,3,-,26,4,0.58 ,0.46 ,13 ,1 ,1,5,0.38 ,-,1 ,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,10,Ognjenovic Maja,-,C,-,3,3,3,6,-,3,1,3,16,-,-,-,-,-,-,2 ,-,-,2,1.00 ,-,1 ,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,11,Mancini Giulia,-,-,-,-,-,*,-,-,1,-,-1,2,1,-,-,-,-,-,2 ,1 ,-,1,0.50 ,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,13,Graziani Emma,-,-,-,5,5,5,2,-,8,2,5,15,2,-,1,-,-,-,12 ,1 ,-,6,0.50 ,-,2 ,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,14,Nwakalor Linda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,17,Antropova Ekaterina,-,-,-,6,6,6,3,-,24,12,20,14,2,2,-,-,-,-,40 ,1 ,1,20,0.50 ,-,2 ,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,C,Savino Del Bene Scandicci,Savino Del Bene Scandicci,21,Weitzel Camilla,-,-,-,2,2,2,5,-,9,2,6,16,2,-,-,-,-,-,15 ,-,1,9,0.60 ,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,O,Bartoccini-Mc Restauri Perugia,Bartoccini Perugia,1,Kump Aliz,-,-,-,-,-,-,*,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,O,Bartoccini-Mc Restauri Perugia,Bartoccini Perugia,2,Turlà Sofia,-,-,-,*,*,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,O,Bartoccini-Mc Restauri Perugia,Bartoccini Perugia,3,Perinelli Elena,-,-,-,4,4,4,4,-,11,3,7,15,1,1,13,-,0.62 ,0.31 ,27 ,2 ,1,10,0.37 ,-,-,
2025/2026,A1,Regular_Season,1st,2,-,3011,11/10/2025 ,20:30 ,2.100 ,-,O,Bartoccini-Mc Restauri Perugia,Bartoccini Perugia,4,Lemmens Nathalie,-,-,-,5,5,5,5,-,9,4,5,17,2,1,-,-,-,-,10 ,1 ,1,6,0.60 ,-,2 ,
